source,job_title,company_name,job_location,job_type,category,salary_min,salary_max,salary_avg,salary_range,salary_currency,experience_required,education_required,skills_required,job_description
KhmerOnline,Social Media Manager,Phnom Penh Post,Sihanoukville,Internship,Media & Marketing,231,1634,932.5,1403,USD,0,none,video editing; canva; google ads; content writing; facebook ads; seo; photoshop,"We are looking for a talented Social Media Manager to join our team at Phnom Penh Post. The candidate will be responsible for contributing to our media & marketing operations in Sihanoukville. This is an internship opportunity suitable for fresh graduates. Required skills include: video editing, canva, google ads. No experience required — training provided. Education: None degree or equivalent preferred."
Khmer24,Investment Analyst,Wing Bank,Kampot,Full-time,Banking & Finance,,,,,,6,master,financial modeling; khmer,"We are looking for a talented Investment Analyst to join our team at Wing Bank. The candidate will be responsible for contributing to our banking & finance operations in Kampot. Required skills include: financial modeling, khmer. Minimum 6 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Hr Assistant,Peoplelink,Kampong Cham,Full-time,Human Resources,,,,,,4,none,english; conflict resolution; hris; payroll; training; recruitment; ms office; labor law,"We are looking for a talented HR Assistant to join our team at PeopleLink. The candidate will be responsible for contributing to our human resources operations in Kampong Cham. Required skills include: english, conflict resolution, hris. Minimum 4 year(s) of relevant experience required. Education: None degree or equivalent preferred."
BongThom,Restaurant Manager,Rosewood Phnom Penh,Remote,Internship,Hospitality & Tourism,322,4097,2209.5,3775,USD,0,bachelor,opera pms; chinese; english,"We are looking for a talented Restaurant Manager to join our team at Rosewood Phnom Penh. The candidate will be responsible for contributing to our hospitality & tourism operations in Remote. This is an internship opportunity suitable for fresh graduates. Required skills include: opera pms, chinese, english. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Treasury Analyst,Chip Mong Bank,Remote,Full-time,Banking & Finance,,,,,,5,master,financial modeling; english; loan processing; customer service; khmer; excel; credit analysis; bloomberg,"We are looking for a talented Treasury Analyst to join our team at Chip Mong Bank. The candidate will be responsible for contributing to our banking & finance operations in Remote. Required skills include: financial modeling, english, loan processing. Minimum 5 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
CamHR,Mechanical Engineer,Ocic Group,Phnom Penh,Freelance,Construction & Engineering,422,4975,2698.5,4553,USD,3,bachelor,project management; surveying; civil 3d; safety management,"We are looking for a talented Mechanical Engineer to join our team at OCIC Group. The candidate will be responsible for contributing to our construction & engineering operations in Phnom Penh. Required skills include: project management, surveying, civil 3d. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Payroll Officer,Rsm Cambodia,Battambang,Full-time,Accounting & Audit,,,,,,2,bachelor,erp; sage; english; quickbooks,"We are looking for a talented Payroll Officer to join our team at RSM Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Battambang. Required skills include: erp, sage, english. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Devops Engineer,Kalibrr Cambodia,Phnom Penh,Full-time,Technology & It,427,6426,3426.5,5999,USD,3,high school,react; docker; javascript; aws; flutter; sql; git,"We are looking for a talented DevOps Engineer to join our team at Kalibrr Cambodia. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: react, docker, javascript. Minimum 3 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
Khmer24,System Administrator,Kalibrr Cambodia,Takeo,Full-time,Technology & It,407,5967,3187,5560,USD,0,bachelor,flutter; java; mysql; aws; sql; api development,"We are looking for a talented System Administrator to join our team at Kalibrr Cambodia. The candidate will be responsible for contributing to our technology & it operations in Takeo. Required skills include: flutter, java, mysql. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Library Assistant,Build Bright University,Battambang,Freelance,Education & Training,291,3097,1694,2806,USD,7,bachelor,curriculum design; e-learning; classroom management; lesson planning; patience,"We are looking for a talented Library Assistant to join our team at BUILD Bright University. The candidate will be responsible for contributing to our education & training operations in Battambang. Required skills include: curriculum design, e-learning, classroom management. Minimum 7 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Facility Manager,Sodexo Cambodia,Siem Reap,Part-time,Cleaning & Maintenance,,,,,,0,high school,cleaning techniques; equipment operation; time management; attention to detail; khmer,"We are looking for a talented Facility Manager to join our team at Sodexo Cambodia. The candidate will be responsible for contributing to our cleaning & maintenance operations in Siem Reap. Required skills include: cleaning techniques, equipment operation, time management. No experience required — training provided. Education: High School degree or equivalent preferred."
Khmer24,Full Stack Developer,Digital Jungle,Remote,Full-time,Technology & It,936,8239,4587.5,7303,USD,6,bachelor,php; aws,"We are looking for a talented Full Stack Developer to join our team at Digital Jungle. The candidate will be responsible for contributing to our technology & it operations in Remote. Required skills include: php, aws. Minimum 6 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Library Assistant,Ifl University,Kampong Cham,Freelance,Education & Training,,,,,,0,master,curriculum design; lesson planning,"We are looking for a talented Library Assistant to join our team at IFL University. The candidate will be responsible for contributing to our education & training operations in Kampong Cham. Required skills include: curriculum design, lesson planning. No experience required — training provided. Education: Master degree or equivalent preferred."
CamHR,Spa Therapist,Sokha Hotels,Phnom Penh,Full-time,Hospitality & Tourism,296,4599,2447.5,4303,USD,2,bachelor,hotel management; customer service; communication; khmer; event management; opera pms,"We are looking for a talented Spa Therapist to join our team at Sokha Hotels. The candidate will be responsible for contributing to our hospitality & tourism operations in Phnom Penh. Required skills include: hotel management, customer service, communication. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Safety Officer,Urbanland,Battambang,Full-time,Construction & Engineering,,,,,,2,master,concrete design; structural analysis; ms project; project management; autocad; negotiation,"We are looking for a talented Safety Officer to join our team at Urbanland. The candidate will be responsible for contributing to our construction & engineering operations in Battambang. Required skills include: concrete design, structural analysis, ms project. Minimum 2 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Security Supervisor,Securitas Cambodia,Remote,Full-time,Security & Safety,134,524,329,390,USD,0,high school,integrity; teamwork; khmer; security training; vigilance; cctv; physical fitness,"We are looking for a talented Security Supervisor to join our team at Securitas Cambodia. The candidate will be responsible for contributing to our security & safety operations in Remote. Required skills include: integrity, teamwork, khmer. No experience required — training provided. Education: High School degree or equivalent preferred."
KhmerOnline,Labor Relations Officer,Adecco Cambodia,Kampong Cham,Full-time,Human Resources,378,2603,1490.5,2225,USD,4,bachelor,english; recruitment; ms office,"We are looking for a talented Labor Relations Officer to join our team at Adecco Cambodia. The candidate will be responsible for contributing to our human resources operations in Kampong Cham. Required skills include: english, recruitment, ms office. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Warehouse Keeper,Green Rich,Kampot,Full-time,Manufacturing,203,790,496.5,587,USD,4,high school,khmer; quality control; safety; lean manufacturing,"We are looking for a talented Warehouse Keeper to join our team at Green Rich. The candidate will be responsible for contributing to our manufacturing operations in Kampot. Required skills include: khmer, quality control, safety. Minimum 4 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
KhmerOnline,Credit Analyst,Acleda Bank,Phnom Penh,Full-time,Banking & Finance,390.98,4372.2,2381.59,3981.22,USD,2,bachelor,financial modeling; risk management; khmer; sql; bloomberg,"We are looking for a talented Credit Analyst to join our team at ACLEDA Bank. The candidate will be responsible for contributing to our banking & finance operations in Phnom Penh. Required skills include: financial modeling, risk management, khmer. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Foreman,Ocic Group,Phnom Penh,Full-time,Construction & Engineering,320,4057,2188.5,3737,USD,1,none,concrete design; surveying; english; safety management,"We are looking for a talented Foreman to join our team at OCIC Group. The candidate will be responsible for contributing to our construction & engineering operations in Phnom Penh. Required skills include: concrete design, surveying, english. Minimum 1 year(s) of relevant experience required. Education: None degree or equivalent preferred."
CamHR,Civil Engineer,Bkk Group,Phnom Penh,Full-time,Construction & Engineering,,,,,,5,bachelor,project management; concrete design; civil 3d; structural analysis; negotiation; safety management; surveying,"We are looking for a talented Civil Engineer to join our team at BKK Group. The candidate will be responsible for contributing to our construction & engineering operations in Phnom Penh. Required skills include: project management, concrete design, civil 3d. Minimum 5 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Talent Acquisition Specialist,Hr Inc Cambodia,Kampong Cham,Part-time,Human Resources,295,4058,2176.5,3763,USD,3,bachelor,english; payroll; recruitment; labor law; khmer; hris,"We are looking for a talented Talent Acquisition Specialist to join our team at HR Inc Cambodia. The candidate will be responsible for contributing to our human resources operations in Kampong Cham. Required skills include: english, payroll, recruitment. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Health Educator,Royal Phnom Penh Hospital,Siem Reap,Full-time,Healthcare,255,4049,2152,3794,USD,0,bachelor,emr systems; khmer,"We are looking for a talented Health Educator to join our team at Royal Phnom Penh Hospital. The candidate will be responsible for contributing to our healthcare operations in Siem Reap. Required skills include: emr systems, khmer. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Software Developer,Cellcard,Phnom Penh,Internship,Technology & It,439,5500,2969.5,5061,USD,0,bachelor,java; python,"We are looking for a talented Software Developer to join our team at Cellcard. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: java, python. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Loan Officer,Canadia Bank,Kandal,Part-time,Banking & Finance,341,3809,2075,3468,USD,1,bachelor,customer service; sql,"We are looking for a talented Loan Officer to join our team at Canadia Bank. The candidate will be responsible for contributing to our banking & finance operations in Kandal. Required skills include: customer service, sql. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Internal Auditor,Kpmg Cambodia,Kandal,Full-time,Accounting & Audit,380,4758,2569,4378,USD,5,bachelor,accounting standards; sage; english; financial reporting; khmer; erp; tax law,"We are looking for a talented Internal Auditor to join our team at KPMG Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Kandal. Required skills include: accounting standards, sage, english. Minimum 5 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Electrical Engineer,Borey Peng Huoth,Siem Reap,Full-time,Construction & Engineering,446,5559,3002.5,5113,USD,0,bachelor,civil 3d; negotiation; surveying; ms project; safety management; structural analysis; concrete design,"We are looking for a talented Electrical Engineer to join our team at Borey Peng Huoth. The candidate will be responsible for contributing to our construction & engineering operations in Siem Reap. Required skills include: civil 3d, negotiation, surveying. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Bank Teller,Lolc Cambodia,Kampong Cham,Internship,Banking & Finance,279,4077,2178,3798,USD,0,bachelor,customer service; excel; khmer; sql; loan processing,"We are looking for a talented Bank Teller to join our team at LOLC Cambodia. The candidate will be responsible for contributing to our banking & finance operations in Kampong Cham. This is an internship opportunity suitable for fresh graduates. Required skills include: customer service, excel, khmer. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Full Stack Developer,Smartaxiom,Kampong Cham,Full-time,Technology & It,622,7511,4066.5,6889,USD,3,bachelor,react; api development; node.js,"We are looking for a talented Full Stack Developer to join our team at SmartAxiom. The candidate will be responsible for contributing to our technology & it operations in Kampong Cham. Required skills include: react, api development, node.js. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Lab Technician,Sunrise Japan Hospital,Remote,Internship,Healthcare,278,5172,2725,4894,USD,0,bachelor,empathy; medical terminology; emr systems; communication,"We are looking for a talented Lab Technician to join our team at Sunrise Japan Hospital. The candidate will be responsible for contributing to our healthcare operations in Remote. This is an internship opportunity suitable for fresh graduates. Required skills include: empathy, medical terminology, emr systems. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,Credit Analyst,Sathapana Bank,Kampong Cham,Full-time,Banking & Finance,472,3941,2206.5,3469,USD,1,bachelor,credit analysis; english,"We are looking for a talented Credit Analyst to join our team at Sathapana Bank. The candidate will be responsible for contributing to our banking & finance operations in Kampong Cham. Required skills include: credit analysis, english. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Compensation & Benefits Analyst,Manpowergroup,Phnom Penh,Contract,Human Resources,354,3599,1976.5,3245,USD,6,bachelor,communication; khmer; training; conflict resolution,"We are looking for a talented Compensation & Benefits Analyst to join our team at ManpowerGroup. The candidate will be responsible for contributing to our human resources operations in Phnom Penh. Required skills include: communication, khmer, training. Minimum 6 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Property Agent,Century21 Cambodia,Takeo,Internship,Real Estate,327,2928,1627.5,2601,USD,0,master,market research; real estate law; valuation; customer service; khmer; english,"We are looking for a talented Property Agent to join our team at Century21 Cambodia. The candidate will be responsible for contributing to our real estate operations in Takeo. This is an internship opportunity suitable for fresh graduates. Required skills include: market research, real estate law, valuation. No experience required — training provided. Education: Master degree or equivalent preferred."
BongThom,Frontend Developer,Mango Tango,Siem Reap,Contract,Technology & It,410,5314,2862,4904,USD,0,bachelor,mysql; api development; python; sql; git; linux; java,"We are looking for a talented Frontend Developer to join our team at Mango Tango. The candidate will be responsible for contributing to our technology & it operations in Siem Reap. Required skills include: mysql, api development, python. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,Physiotherapist,Khema International,Kandal,Full-time,Healthcare,331,3877,2104,3546,USD,1,high school,infection control; english; patient care,"We are looking for a talented Physiotherapist to join our team at Khema International. The candidate will be responsible for contributing to our healthcare operations in Kandal. Required skills include: infection control, english, patient care. Minimum 1 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
Khmer24,Electrical Engineer,Urbanland,Siem Reap,Internship,Construction & Engineering,245,4312,2278.5,4067,USD,0,none,autocad; civil 3d; english,"We are looking for a talented Electrical Engineer to join our team at Urbanland. The candidate will be responsible for contributing to our construction & engineering operations in Siem Reap. This is an internship opportunity suitable for fresh graduates. Required skills include: autocad, civil 3d, english. No experience required — training provided. Education: None degree or equivalent preferred."
CamHR,Facility Manager,Sodexo Cambodia,Phnom Penh,Contract,Cleaning & Maintenance,,,,,,2,none,khmer; time management; teamwork,"We are looking for a talented Facility Manager to join our team at Sodexo Cambodia. The candidate will be responsible for contributing to our cleaning & maintenance operations in Phnom Penh. Required skills include: khmer, time management, teamwork. Minimum 2 year(s) of relevant experience required. Education: None degree or equivalent preferred."
KhmerOnline,Communications Officer,World Vision Cambodia,Remote,Part-time,Ngo & Development,,,,,,3,master,community engagement; khmer,"We are looking for a talented Communications Officer to join our team at World Vision Cambodia. The candidate will be responsible for contributing to our ngo & development operations in Remote. Required skills include: community engagement, khmer. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Pest Control Technician,Sodexo Cambodia,Phnom Penh,Freelance,Cleaning & Maintenance,,,,,,0,bachelor,attention to detail; khmer,"We are looking for a talented Pest Control Technician to join our team at Sodexo Cambodia. The candidate will be responsible for contributing to our cleaning & maintenance operations in Phnom Penh. Required skills include: attention to detail, khmer. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Loan Officer,Aba Bank,Phnom Penh,Full-time,Banking & Finance,530,4607,2568.5,4077,USD,2,bachelor,risk management; customer service,"We are looking for a talented Loan Officer to join our team at ABA Bank. The candidate will be responsible for contributing to our banking & finance operations in Phnom Penh. Required skills include: risk management, customer service. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Site Engineer,Ocic Group,Phnom Penh,Full-time,Construction & Engineering,495,4824,2659.5,4329,USD,2,high school,civil 3d; concrete design; ms project; surveying; project management; safety management; structural analysis,"We are looking for a talented Site Engineer to join our team at OCIC Group. The candidate will be responsible for contributing to our construction & engineering operations in Phnom Penh. Required skills include: civil 3d, concrete design, ms project. Minimum 2 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
Khmer24,Maintenance Technician,Pactics Cambodia,Sihanoukville,Full-time,Manufacturing,174.63,786.34,480.485,611.71,USD,2,bachelor,quality control; khmer; report writing,"We are looking for a talented Maintenance Technician to join our team at Pactics Cambodia. The candidate will be responsible for contributing to our manufacturing operations in Sihanoukville. Required skills include: quality control, 5s, khmer. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Content Creator,Ctn Tv,Remote,Full-time,Media & Marketing,319.27,2455.61,1387.44,2136.34,USD,3,bachelor,english; video editing; illustrator; photoshop; seo; content writing; google ads; canva,"We are looking for a talented Content Creator to join our team at CTN TV. The candidate will be responsible for contributing to our media & marketing operations in Remote. Required skills include: english, video editing, illustrator. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Physiotherapist,Camtech,Kampong Cham,Full-time,Healthcare,515,8874,4694.5,8359,USD,5,bachelor,first aid; emr systems; medical terminology,"We are looking for a talented Physiotherapist to join our team at CamTech. The candidate will be responsible for contributing to our healthcare operations in Kampong Cham. Required skills include: first aid, emr systems, medical terminology. Minimum 5 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,University Lecturer,Norton University,Battambang,Full-time,Education & Training,,,,,,7,PhD,lesson planning; khmer; communication; e-learning; curriculum design,"We are looking for a talented University Lecturer to join our team at Norton University. The candidate will be responsible for contributing to our education & training operations in Battambang. Required skills include: lesson planning, khmer, communication. Minimum 7 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
KhmerOnline,Civil Engineer,Chip Mong Group,Kampong Cham,Full-time,Construction & Engineering,465,6411,3438,5946,USD,2,bachelor,english; structural analysis; ms project,"We are looking for a talented Civil Engineer to join our team at Chip Mong Group. The candidate will be responsible for contributing to our construction & engineering operations in Kampong Cham. Required skills include: english, structural analysis, ms project. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Client Relations Manager,Metfone,Siem Reap,Full-time,Customer Service,214,1222,718,1008,USD,4,bachelor,patience; khmer; empathy,"We are looking for a talented Client Relations Manager to join our team at Metfone. The candidate will be responsible for contributing to our customer service operations in Siem Reap. Required skills include: patience, khmer, empathy. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,School Principal,Ifl University,Preah Vihear,Full-time,Education & Training,329,3344,1836.5,3015,USD,5,high school,classroom management; patience; lesson planning; reporting; e-learning,"We are looking for a talented School Principal to join our team at IFL University. The candidate will be responsible for contributing to our education & training operations in Preah Vihear. Required skills include: classroom management, patience, lesson planning. Minimum 5 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
KhmerOnline,Farm Supervisor,Idpoor,Ratanakiri,Full-time,Agriculture & Farming,,,,,,0,none,agribusiness; irrigation,"We are looking for a talented Farm Supervisor to join our team at IDPoor. The candidate will be responsible for contributing to our agriculture & farming operations in Ratanakiri. Required skills include: agribusiness, irrigation. No experience required — training provided. Education: None degree or equivalent preferred."
CamHR,Bank Teller,Sathapana Bank,Phnom Penh,Full-time,Banking & Finance,466,3079,1772.5,2613,USD,1,bachelor,english; financial modeling; khmer; excel; sql,"We are looking for a talented Bank Teller to join our team at Sathapana Bank. The candidate will be responsible for contributing to our banking & finance operations in Phnom Penh. Required skills include: english, financial modeling, khmer. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,System Administrator,Morakot Technology,Siem Reap,Contract,Technology & It,529,8025,4277,7496,USD,2,bachelor,mongodb; sql; python; api development,"We are looking for a talented System Administrator to join our team at Morakot Technology. The candidate will be responsible for contributing to our technology & it operations in Siem Reap. Required skills include: mongodb, sql, python. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Ai/Ml Engineer,Mango Tango,Remote,Freelance,Technology & It,527,7861,4194,7334,USD,3,bachelor,javascript; mongodb; sql; node.js; java; python,"We are looking for a talented AI/ML Engineer to join our team at Mango Tango. The candidate will be responsible for contributing to our technology & it operations in Remote. Required skills include: javascript, mongodb, sql. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Financial Analyst,Lolc Cambodia,Kampong Cham,Full-time,Banking & Finance,551.22,4942.44,2746.83,4391.22,USD,1,master,excel; financial modeling,"We are looking for a talented Financial Analyst to join our team at LOLC Cambodia. The candidate will be responsible for contributing to our banking & finance operations in Kampong Cham. Required skills include: excel, financial modeling. Minimum 1 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
KhmerOnline,Truck Driver,Crown Relocations,Phnom Penh,Full-time,Logistics & Transport,194,1538,866,1344,USD,1,high school,customs clearance; warehouse management; erp; excel; khmer,"We are looking for a talented Truck Driver to join our team at Crown Relocations. The candidate will be responsible for contributing to our logistics & transport operations in Phnom Penh. Required skills include: customs clearance, warehouse management, erp. Minimum 1 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
CamHR,Nurse,Sunrise Japan Hospital,Phnom Penh,Full-time,Healthcare,277,4396,2336.5,4119,USD,0,bachelor,first aid; khmer; english; patient care; medical terminology,"We are looking for a talented Nurse to join our team at Sunrise Japan Hospital. The candidate will be responsible for contributing to our healthcare operations in Phnom Penh. Required skills include: first aid, khmer, english. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Payroll Officer,Grant Thornton,Phnom Penh,Part-time,Accounting & Audit,329,3456,1892.5,3127,USD,0,bachelor,khmer; excel; tax law; quickbooks; english; financial reporting; sage,"We are looking for a talented Payroll Officer to join our team at Grant Thornton. The candidate will be responsible for contributing to our accounting & audit operations in Phnom Penh. Required skills include: khmer, excel, tax law. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Production Supervisor,Pactics Cambodia,Phnom Penh,Part-time,Manufacturing,192,872,532,680,USD,1,bachelor,physical fitness; machine operation,"We are looking for a talented Production Supervisor to join our team at Pactics Cambodia. The candidate will be responsible for contributing to our manufacturing operations in Phnom Penh. Required skills include: physical fitness, machine operation. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Site Security Manager,G4S Cambodia,Remote,Full-time,Security & Safety,124,526,325,402,USD,1,high school,security training; teamwork,"We are looking for a talented Site Security Manager to join our team at G4S Cambodia. The candidate will be responsible for contributing to our security & safety operations in Remote. Required skills include: security training, teamwork. Minimum 1 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Inventory Clerk,Successmore,Phnom Penh,Full-time,Manufacturing,220,758,489,538,USD,3,high school,machine operation; teamwork; safety; quality control; lean manufacturing; inventory,"We are looking for a talented Inventory Clerk to join our team at Successmore. The candidate will be responsible for contributing to our manufacturing operations in Phnom Penh. Required skills include: machine operation, teamwork, safety. Minimum 3 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Cashier,Aeon Mall,Remote,Internship,Retail & Sales,185,1469,827,1284,USD,0,bachelor,communication; customer service,"We are looking for a talented Cashier to join our team at AEON Mall. The candidate will be responsible for contributing to our retail & sales operations in Remote. This is an internship opportunity suitable for fresh graduates. Required skills include: communication, customer service. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,Investment Analyst,Amk Microfinance,Siem Reap,Full-time,Banking & Finance,,,,,,2,bachelor,khmer; risk management; english; customer service; sql; credit analysis; excel,"We are looking for a talented Investment Analyst to join our team at AMK Microfinance. The candidate will be responsible for contributing to our banking & finance operations in Siem Reap. Required skills include: khmer, risk management, english. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,University Lecturer,Pannasastra University,Siem Reap,Contract,Education & Training,369,2338,1353.5,1969,USD,2,bachelor,e-learning; patience; curriculum design,"We are looking for a talented University Lecturer to join our team at Pannasastra University. The candidate will be responsible for contributing to our education & training operations in Siem Reap. Required skills include: e-learning, patience, curriculum design. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Compliance Officer,Canadia Bank,Siem Reap,Full-time,Banking & Finance,374,3769,2071.5,3395,USD,0,bachelor,risk management; english; khmer; excel; loan processing; credit analysis; financial modeling,"We are looking for a talented Compliance Officer to join our team at Canadia Bank. The candidate will be responsible for contributing to our banking & finance operations in Siem Reap. Required skills include: risk management, english, khmer. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,Library Assistant,Ace Cambodia,Phnom Penh,Full-time,Education & Training,,,,,,5,master,khmer; communication; reporting; e-learning,"We are looking for a talented Library Assistant to join our team at ACE Cambodia. The candidate will be responsible for contributing to our education & training operations in Phnom Penh. Required skills include: khmer, communication, reporting. Minimum 5 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
KhmerOnline,Foreman,Canadia Tower,Phnom Penh,Full-time,Construction & Engineering,685,6555,3620,5870,USD,3,master,civil 3d; negotiation; concrete design; surveying; ms project,"We are looking for a talented Foreman to join our team at Canadia Tower. The candidate will be responsible for contributing to our construction & engineering operations in Phnom Penh. Required skills include: civil 3d, negotiation, concrete design. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Risk Officer,Acleda Bank,Phnom Penh,Part-time,Banking & Finance,524,4902,2713,4378,USD,3,bachelor,english; excel; risk management; sql; customer service; financial modeling; bloomberg,"We are looking for a talented Risk Officer to join our team at ACLEDA Bank. The candidate will be responsible for contributing to our banking & finance operations in Phnom Penh. Required skills include: english, excel, risk management. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,School Principal,Rupp,Sihanoukville,Full-time,Education & Training,269,2298,1283.5,2029,USD,0,high school,e-learning; lesson planning; ms office; curriculum design; communication,"We are looking for a talented School Principal to join our team at RUPP. The candidate will be responsible for contributing to our education & training operations in Sihanoukville. Required skills include: e-learning, lesson planning, ms office. No experience required — training provided. Education: High School degree or equivalent preferred."
KhmerOnline,Factory Worker,Manhao Garment,Phnom Penh,Full-time,Manufacturing,120,735,427.5,615,USD,1,none,physical fitness; teamwork; machine operation; report writing; khmer; lean manufacturing,"We are looking for a talented Factory Worker to join our team at Manhao Garment. The candidate will be responsible for contributing to our manufacturing operations in Phnom Penh. Required skills include: physical fitness, teamwork, machine operation. Minimum 1 year(s) of relevant experience required. Education: None degree or equivalent preferred."
Khmer24,Security Guard,Gold Shield Security,Phnom Penh,Internship,Security & Safety,163,422,292.5,259,USD,0,high school,vigilance; physical fitness; security training; teamwork; khmer,"We are looking for a talented Security Guard to join our team at Gold Shield Security. The candidate will be responsible for contributing to our security & safety operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: vigilance, physical fitness, security training. No experience required — training provided. Education: High School degree or equivalent preferred."
CamHR,Events Coordinator,Sofitel Phnom Penh,Battambang,Internship,Hospitality & Tourism,324.63,3230.49,1777.56,2905.86,USD,0,bachelor,opera pms; customer service; chinese; hotel management; communication; teamwork; event management,"We are looking for a talented Events Coordinator to join our team at Sofitel Phnom Penh. The candidate will be responsible for contributing to our hospitality & tourism operations in Battambang. This is an internship opportunity suitable for fresh graduates. Required skills include: opera pms, customer service, chinese. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,Safety Officer,Chip Mong Group,Phnom Penh,Part-time,Construction & Engineering,426,5843,3134.5,5417,USD,3,bachelor,structural analysis; ms project; civil 3d,"We are looking for a talented Safety Officer to join our team at Chip Mong Group. The candidate will be responsible for contributing to our construction & engineering operations in Phnom Penh. Required skills include: structural analysis, ms project, civil 3d. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Technical Support Agent,Coolcam,Kampot,Internship,Customer Service,233,1196,714.5,963,USD,0,bachelor,english; empathy,"We are looking for a talented Technical Support Agent to join our team at CooLcam. The candidate will be responsible for contributing to our customer service operations in Kampot. This is an internship opportunity suitable for fresh graduates. Required skills include: english, empathy. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
